,user_id,science_fiction,adventures,drama,history,infantile,juvenile,humor,woman,thriller,horror,love,suspense,other
198,357,220,16,215,103,108,80,22,26,20,14,30,20,152
199,361,188,10,217,53,63,74,14,26,0,46,20,6,172
200,362,293,26,311,161,121,124,8,37,10,12,52,34,216
201,363,334,22,339,32,45,124,0,21,28,28,53,70,107
202,364,91,2,144,26,52,61,6,6,26,0,23,16,72
203,360,281,45,273,118,63,109,28,33,10,22,32,40,128
204,316,118,8,181,45,46,52,8,19,11,0,30,6,90
205,337,123,0,154,82,63,64,20,34,15,0,25,10,180
206,370,258,13,243,42,26,48,0,0,22,20,4,56,165
207,154,137,0,156,66,80,70,0,47,10,0,45,24,202
208,375,246,32,236,131,121,132,0,30,12,12,43,28,205
209,378,277,16,261,139,97,127,24,38,0,16,53,20,135
210,379,366,16,313,98,120,193,10,14,8,16,29,48,88
211,331,197,6,182,42,39,90,14,18,16,22,29,16,134
212,384,210,20,253,69,104,85,29,39,26,10,61,16,143
213,385,274,20,286,103,137,187,0,20,8,18,76,44,188
214,387,337,22,322,98,146,226,16,9,32,18,76,62,151
215,388,256,20,274,113,97,246,0,4,0,0,35,22,97
216,386,84,12,80,44,64,46,6,12,0,0,19,18,96
217,389,257,30,296,124,84,149,10,32,8,10,61,32,237
218,222,244,16,241,114,67,84,8,27,40,10,31,40,139
219,393,286,26,289,117,107,144,28,16,20,10,32,52,199
220,394,281,34,287,112,104,142,20,26,20,24,37,48,155
221,395,235,24,245,73,112,84,16,21,8,12,25,24,205
222,396,166,10,194,86,70,75,8,26,8,10,42,8,194
223,372,269,22,267,108,85,150,16,26,12,18,30,30,111
224,399,112,0,157,56,51,72,6,26,0,0,23,22,187
225,400,333,22,333,127,141,186,10,39,14,56,65,68,155
226,402,212,12,222,50,35,60,0,26,20,16,55,10,199
227,403,321,62,336,102,119,144,28,23,16,44,40,48,194
228,404,78,6,106,25,10,36,0,16,10,4,8,10,220
229,401,172,10,150,85,84,92,26,8,6,8,15,14,126
230,410,150,25,162,100,48,63,8,28,8,0,24,8,125
231,413,231,56,271,111,90,152,30,26,10,16,50,28,143
232,415,156,0,227,38,97,214,10,8,16,18,40,6,88
233,416,269,8,274,78,101,138,0,66,0,10,104,14,139
234,417,220,18,314,111,69,92,0,39,8,0,49,18,157
235,418,24,0,35,0,12,32,0,0,0,0,8,6,95
236,406,192,28,174,64,77,67,0,11,6,6,23,16,145
237,425,474,36,388,81,130,350,36,24,10,42,62,32,104
238,226,204,8,228,110,108,110,42,26,0,6,34,20,186
239,427,133,14,192,76,72,52,6,14,24,6,56,26,190
240,429,184,14,209,54,67,70,0,18,14,22,42,38,184
241,209,277,14,328,178,165,179,24,54,22,10,68,42,240
242,333,122,10,122,48,82,76,0,0,0,0,15,20,149
243,366,264,28,265,155,82,112,0,12,26,10,38,40,214
244,439,269,20,281,100,108,126,16,33,30,6,60,18,275
245,440,220,6,240,100,108,107,18,38,28,8,47,26,177
246,423,108,0,144,22,26,32,6,35,0,0,34,0,138
247,444,80,6,97,41,37,10,6,16,10,0,26,8,185
248,446,330,10,323,135,154,187,20,42,26,28,77,46,350
249,447,284,18,312,99,141,268,6,42,21,8,69,45,211
250,200,206,14,273,73,80,135,26,11,0,8,40,26,133
251,449,137,0,143,72,79,92,10,42,18,6,51,16,153
252,452,121,0,166,67,54,66,0,39,12,0,44,12,355
253,453,180,14,224,121,71,62,14,52,10,8,42,16,228
254,454,294,28,305,169,132,143,16,72,18,16,68,30,221
255,433,151,23,172,52,63,73,10,31,22,12,73,22,93
256,455,200,20,204,50,46,92,30,26,24,10,46,44,225
257,456,167,30,197,40,80,133,8,10,21,0,23,8,167
258,457,195,48,209,71,108,148,60,36,16,0,39,36,201
259,458,219,26,241,150,150,124,34,44,16,10,58,28,185
260,451,378,34,354,63,187,468,30,23,0,50,49,18,122
261,463,335,30,310,102,110,128,20,28,18,10,34,32,134
262,465,142,0,149,68,18,28,0,16,10,6,17,10,187
263,468,198,6,249,85,63,62,3,62,0,0,50,0,162
264,473,142,8,176,62,50,58,6,23,18,6,28,32,170
265,462,308,50,268,49,69,197,32,20,6,30,19,6,143
266,475,155,8,174,78,14,30,12,46,20,0,25,28,207
267,428,205,8,224,18,72,85,22,16,14,28,46,14,91
268,482,124,20,201,55,8,10,10,8,0,0,10,0,133
269,480,150,10,196,53,55,80,0,31,14,4,46,10,144
270,420,94,4,106,51,38,40,8,6,16,12,14,16,186
271,483,250,26,249,121,126,130,10,44,16,0,64,40,222
272,481,149,24,153,38,28,70,14,16,0,36,13,0,161
273,485,266,8,289,128,154,186,14,43,10,24,53,50,194
274,488,251,40,257,124,108,112,18,32,26,24,32,38,250
275,487,329,24,363,116,176,228,38,54,20,14,93,40,173
276,489,281,16,278,96,108,169,0,32,6,20,39,22,150
277,367,153,16,205,59,22,34,0,11,0,0,16,6,196
278,466,241,18,307,106,57,90,5,69,0,0,65,8,124
279,495,175,0,212,96,102,108,0,38,0,0,33,18,207
280,498,227,34,242,105,84,120,44,65,24,8,51,16,265
281,499,197,8,227,73,118,148,20,39,8,6,47,28,209
282,497,159,0,178,63,64,73,0,16,11,8,42,19,172
283,490,227,14,250,58,55,83,40,14,16,24,38,14,190
284,503,230,22,276,96,105,147,8,31,10,0,76,38,175
285,506,207,22,226,138,149,140,22,36,14,2,56,22,164
286,511,182,6,156,28,47,112,10,26,0,8,15,0,135
287,512,349,28,302,126,148,209,24,19,18,20,23,32,174
288,513,296,20,298,117,177,222,30,24,0,8,34,24,281
289,443,157,21,257,111,94,71,0,26,20,0,58,0,243
290,516,224,0,217,92,47,74,0,20,8,14,23,24,154
291,448,192,24,225,130,89,88,12,36,6,0,68,30,143
292,517,255,46,244,121,49,54,8,10,10,6,8,14,140
293,518,142,4,118,45,28,22,0,14,10,60,13,10,97
294,519,215,34,242,50,55,100,8,34,20,6,26,40,186
295,520,247,8,267,55,101,206,4,28,6,22,52,16,145
296,521,112,14,162,50,38,54,18,36,36,0,26,36,163
297,522,97,0,125,68,20,32,0,15,18,0,9,10,169
298,504,193,0,211,46,69,127,16,36,26,26,48,38,165
299,531,223,10,224,113,133,144,20,41,14,0,72,48,233
300,532,299,26,280,106,152,220,32,47,0,22,60,30,155
301,533,147,10,155,62,56,62,6,22,10,20,45,22,170
302,535,272,30,261,46,53,124,10,20,10,46,25,20,203
303,530,152,30,191,66,73,123,6,0,14,0,27,16,185
304,537,256,6,279,113,110,114,20,48,46,4,57,68,157
305,538,205,0,210,48,114,173,24,40,0,12,46,40,150
306,539,96,0,146,54,31,45,0,8,0,0,4,0,198
307,540,230,10,205,18,26,40,20,20,14,26,24,26,264
308,542,119,0,157,60,25,42,0,40,6,0,40,16,252
309,546,183,0,216,76,93,106,6,45,22,8,54,14,232
310,547,160,0,221,42,78,97,8,44,6,6,55,14,236
311,548,192,10,177,104,36,50,0,12,10,8,23,10,150
312,544,165,8,193,55,90,74,0,60,24,0,94,28,112
313,550,274,10,263,70,58,94,0,10,18,36,16,18,189
314,552,165,8,165,61,65,109,0,4,6,18,18,6,151
315,267,147,3,190,52,112,42,0,30,16,0,46,12,148
316,554,291,20,259,96,95,114,18,6,20,8,30,16,154
317,549,103,0,117,15,26,15,0,18,10,0,13,20,185
318,557,565,54,464,134,142,518,48,20,22,18,32,76,111
319,529,245,20,218,32,63,96,0,14,4,78,23,6,161
320,558,284,34,261,92,122,166,0,20,0,14,58,34,126
321,543,266,58,211,106,76,156,36,10,14,32,31,16,135
322,561,225,34,224,114,56,74,0,6,22,6,29,52,150
323,562,137,10,171,56,50,78,16,42,10,0,37,26,150
324,563,279,8,237,70,104,330,38,8,0,30,28,28,91
325,564,241,16,258,122,109,168,12,54,16,18,52,30,184
326,566,315,10,313,93,163,200,10,52,24,24,77,54,212
327,569,247,14,234,138,97,109,0,0,0,8,12,14,149
328,573,270,20,287,113,137,194,8,33,18,50,70,40,166
329,574,186,16,258,96,92,78,12,17,8,18,64,30,238
330,578,444,16,363,129,73,163,14,12,12,14,14,44,148
331,493,313,34,278,81,94,164,12,21,8,30,47,32,187
332,582,286,18,300,135,97,141,18,42,14,0,58,42,101
333,583,241,34,216,107,140,132,10,36,8,10,46,18,132
334,580,86,0,99,12,35,30,0,8,0,0,6,0,148
335,555,221,10,223,16,42,59,0,12,10,36,39,10,114
336,585,194,16,199,92,97,100,6,12,0,16,31,16,159
337,590,209,8,215,91,85,226,10,24,20,2,61,28,76
338,307,253,16,316,88,115,125,12,41,22,8,59,36,187
339,592,199,2,207,52,76,104,0,22,14,10,33,14,204
340,589,376,52,329,83,114,146,36,6,14,34,26,0,149
341,595,139,14,208,89,74,82,32,40,8,8,44,20,159
342,598,240,20,241,127,144,172,26,36,18,26,87,28,175
343,579,225,16,256,56,28,159,0,16,0,6,15,28,84
344,599,313,18,283,98,141,272,30,38,16,8,50,26,116
345,600,263,18,255,116,106,152,0,30,16,26,53,50,177
346,602,351,28,312,66,19,35,18,10,4,40,18,4,155
347,603,154,20,169,78,73,72,20,26,8,2,27,20,230
348,608,170,18,217,53,91,124,0,36,20,0,35,55,180
349,607,327,8,283,84,37,38,24,8,8,6,4,18,92
350,610,224,14,259,87,89,118,0,11,22,18,63,24,132
351,613,451,18,359,76,46,80,10,10,18,66,24,80,66
352,606,227,6,284,76,97,62,30,52,20,8,50,48,257
353,605,172,10,197,93,79,92,8,29,8,4,44,34,160
354,612,165,0,237,74,68,67,8,22,0,0,20,6,217
355,615,311,18,289,88,139,134,18,36,12,22,48,10,219
356,616,216,16,283,131,137,160,28,59,8,4,63,20,151
357,619,245,20,257,78,113,277,0,42,6,24,66,0,97
358,623,255,16,258,95,59,164,0,42,10,0,34,20,163
359,626,116,18,146,52,2,4,18,6,20,10,15,20,127
360,618,256,22,226,64,54,152,38,25,0,24,13,3,162
361,628,310,28,316,76,89,130,18,8,49,20,31,92,118
362,630,375,30,373,81,115,212,8,6,60,54,50,110,142
363,632,119,8,129,78,47,73,6,20,16,0,13,40,156
364,634,266,18,238,70,98,122,18,20,26,38,40,36,94
365,635,197,20,221,95,111,93,0,52,0,4,87,12,205
366,637,129,4,163,34,78,62,8,32,18,20,69,16,188
367,639,218,32,193,77,78,106,52,16,0,26,46,14,162
368,494,261,8,288,179,132,143,4,64,6,0,51,40,154
369,627,155,14,139,40,56,110,0,0,8,0,4,48,127
370,643,233,20,247,92,110,166,48,13,20,42,39,32,148
371,234,308,24,279,51,52,142,0,10,30,106,68,24,71
372,650,271,10,274,78,92,194,18,29,10,6,49,20,146
373,651,114,24,98,42,46,90,0,0,16,0,18,26,64
374,648,188,18,187,92,85,104,14,36,14,14,39,40,212
375,653,257,18,223,123,96,136,10,32,6,20,37,26,141
376,654,135,20,169,60,77,83,8,14,28,8,30,54,121
377,656,257,9,298,112,103,136,0,21,4,8,29,16,198
378,657,367,24,307,88,73,92,8,18,14,6,39,36,148
379,391,247,8,268,92,10,8,0,9,15,0,32,91,37
380,658,166,14,156,104,59,44,10,26,26,28,24,26,91
381,624,256,18,242,89,105,144,44,39,0,24,26,14,200
382,84,153,22,166,18,44,72,6,11,12,0,12,26,86
383,662,174,23,222,20,47,82,12,41,2,0,39,12,224
384,665,163,14,188,34,28,132,0,8,10,20,28,10,145
385,587,361,44,308,153,93,184,0,0,19,14,34,44,53
386,486,99,6,134,29,44,52,22,24,2,8,25,12,120
387,670,256,26,281,50,96,136,12,21,6,16,59,26,95
388,218,247,8,269,103,74,77,0,44,14,6,47,10,228
389,675,198,14,236,150,55,82,4,40,11,0,30,5,204
390,679,170,8,159,24,0,0,0,0,14,16,10,16,152
391,647,171,8,201,64,95,97,8,15,16,14,50,30,205
392,682,197,8,215,18,6,14,6,8,16,52,8,6,116
393,412,212,28,231,121,106,122,10,48,16,10,52,50,223
394,684,230,18,274,114,146,118,18,64,28,28,89,18,205
395,687,310,22,261,34,89,294,0,0,8,0,15,34,122
396,688,295,8,271,95,90,74,8,12,8,10,28,24,159
397,691,337,0,287,10,0,36,0,0,0,0,0,0,22
398,349,200,0,214,131,68,65,0,30,24,10,42,14,319
399,697,215,10,299,80,72,124,28,49,16,0,61,23,218
400,699,136,12,173,54,58,42,6,19,3,0,17,6,174
401,698,149,0,244,52,80,75,8,18,0,0,38,6,196
402,669,315,26,338,114,137,140,14,46,20,12,97,40,133
403,663,311,34,320,63,115,133,21,12,24,32,73,40,188
404,706,188,16,229,46,87,81,0,38,0,6,33,10,239
405,702,70,0,85,16,46,60,0,28,8,0,34,16,93
406,710,234,8,210,109,56,88,0,24,14,8,34,20,152
407,712,288,20,306,123,136,159,30,53,10,20,45,58,388
408,714,133,9,124,50,26,50,0,0,10,0,8,40,156
409,715,198,30,231,133,80,84,16,38,32,16,42,42,216
410,716,231,10,264,152,68,90,0,24,20,18,43,36,161
411,689,262,24,235,74,54,111,4,4,0,36,22,28,129
412,717,273,8,286,84,81,126,16,52,20,12,43,48,171
413,718,192,18,205,112,131,114,16,36,0,10,41,24,183
414,721,92,12,112,54,38,53,24,24,8,0,25,8,135
415,724,108,0,150,36,35,56,0,8,6,0,11,20,246
416,725,323,22,337,103,124,171,8,47,8,38,55,38,272
417,726,253,38,264,135,81,86,16,18,22,6,43,32,210
418,629,291,10,278,102,169,319,26,14,6,20,50,34,162
419,731,185,36,195,178,104,118,8,68,20,0,61,34,157
420,683,203,14,272,50,72,120,0,44,6,2,51,30,227
421,735,175,16,244,103,60,52,14,50,18,0,36,16,267
422,695,258,38,303,129,103,167,4,32,27,6,41,20,207
423,741,270,0,236,78,39,38,0,14,0,12,11,14,40
424,738,234,16,196,70,35,70,34,4,0,24,11,8,135
425,744,264,16,243,75,53,93,48,7,0,14,4,0,105
426,745,173,0,195,44,33,64,14,22,0,10,43,10,253
427,748,230,10,252,32,93,130,3,34,12,36,40,28,205
428,749,132,6,161,64,54,81,6,32,16,8,37,28,201
429,750,249,16,263,124,101,192,8,42,14,6,49,28,177
430,751,194,22,194,82,77,114,7,17,18,18,41,48,135
431,752,166,8,209,91,42,42,0,6,28,10,18,56,191
432,755,294,26,307,140,117,165,0,29,8,12,41,38,119
433,757,134,0,152,8,8,6,0,6,20,0,7,26,142
434,759,247,18,244,87,134,124,24,8,6,32,44,32,179
435,760,184,6,213,107,95,111,10,30,24,0,41,20,186
436,763,169,12,185,72,18,25,10,14,0,6,30,0,186
437,764,194,0,199,28,34,46,8,0,0,0,4,8,91
438,765,201,20,249,113,73,108,20,44,6,0,37,16,169
439,740,222,26,198,63,66,100,6,6,0,8,9,18,122
440,769,233,10,327,138,143,144,38,80,28,8,95,30,263
441,770,239,16,268,128,79,123,6,54,26,0,25,34,175
442,736,304,58,349,132,184,300,90,60,6,2,48,0,259
443,756,281,26,283,62,94,70,6,30,30,8,28,54,110
444,778,303,44,290,97,95,212,60,38,20,56,69,26,231
445,779,176,0,191,97,98,90,26,29,0,0,30,18,191
446,781,315,16,274,72,50,92,26,14,26,14,19,50,64
447,782,178,8,196,64,49,118,18,36,10,0,30,20,163
448,701,285,12,308,52,130,94,8,52,30,16,94,48,198
449,788,185,16,201,24,43,85,8,16,6,18,49,27,122
450,790,209,42,191,138,130,148,32,44,6,6,49,32,179
451,791,237,26,211,88,126,212,24,20,0,14,29,16,153
452,795,315,36,298,134,149,144,20,39,16,10,55,26,212
453,797,228,18,296,82,122,134,18,29,0,12,66,10,205
454,793,215,30,192,52,100,154,32,6,6,10,39,18,152
455,802,253,56,260,155,101,94,28,40,44,18,43,34,165
456,804,272,38,257,99,97,113,62,22,15,18,23,15,99
457,803,222,14,274,145,107,128,16,32,0,4,38,20,187
458,806,198,20,226,162,95,119,6,24,16,8,47,28,243
459,807,113,6,119,5,32,27,8,11,16,0,27,14,147
460,801,141,8,199,71,101,86,0,0,8,0,35,26,189
461,809,275,22,255,27,36,52,30,22,4,48,16,0,118
462,810,177,0,177,141,83,92,0,22,12,10,26,36,158
